Month, Day, Year, Hour, Minute, Second, Milliseconds, Sample Time (ms), Acc_X, Acc_Y, Acc_Z, linAcc_X, linAcc_Y, linAcc_Z, gyro_X, gyro_Y, gyro_Y, mag_X, mag_Y, mag_Z, quatI, quatJ, quatK, Lattitude, Longitude
10,4,2023,17,21,34,558,20,-29.992,3.918,7.074,2.355,2.145,0.32,0.59,0.16,0.502,37.062,-3.625,-32.438,-0.125,-0.153,0.836,1000,1000
10,4,2023,17,21,34,578,20,-29.992,3.918,7.074,1.582,1.805,-0.66,0.59,0.16,0.502,37.062,-3.625,-32.438,-0.125,-0.153,0.836,1000,1000
10,4,2023,17,21,35,718,20,-1.91,-1.602,9.332,1.582,1.805,-0.66,0.59,0.16,0.502,37.062,-3.625,-32.438,-0.125,-0.153,0.836,1000,1000
10,4,2023,17,21,35,528,20,-0.879,0.164,9.68,1.582,1.805,-0.66,0.59,0.16,0.502,37.062,-3.625,-32.438,-0.125,-0.153,0.836,1000,1000
10,4,2023,17,21,35,568,20,-0.879,0.164,9.68,1.582,1.805,-0.66,0.59,0.16,0.502,37.75,-2.938,-32.812,-0.125,-0.153,0.836,1000,1000
10,4,2023,17,21,36,608,20,-0.879,0.164,9.68,1.582,1.805,-0.66,0.59,0.16,0.502,37.75,-2.938,-32.812,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,648,20,-0.879,0.164,9.68,1.582,1.805,-0.66,0.59,0.16,0.502,37.75,-2.938,-32.812,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,688,20,-0.879,0.164,9.68,1.582,1.805,-0.66,0.59,0.16,0.502,37.75,-2.938,-32.812,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,714,26,-0.879,0.164,9.605,1.582,1.805,-0.66,0.59,0.16,0.502,37.75,-2.938,-32.812,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,734,20,-0.879,0.164,9.605,1.582,1.805,-0.66,-0.004,0,0.002,37.75,-2.938,-32.812,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,754,20,-0.879,0.125,9.641,1.582,1.805,-0.66,-0.004,0,0.002,37.75,-2.938,-32.812,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,774,20,-0.879,0.125,9.641,-0.004,0,-0.008,-0.004,0,0.002,37.75,-2.938,-32.812,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,794,20,-0.879,0.125,9.641,-0.004,0,-0.016,-0.004,0,0.002,37.75,-2.938,-32.812,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,814,20,-0.879,0.125,9.641,-0.004,0,-0.016,-0.004,0,0.002,37.625,-2.438,-29.875,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,834,20,-0.879,0.125,9.641,0.004,-0.078,0.023,-0.004,0,0.002,37.625,-2.438,-29.875,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,854,20,-0.879,0.125,9.641,0.004,-0.078,0.023,-0.004,0,0.002,37.312,-4.125,-32.438,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,874,20,-0.879,0.125,9.641,0.004,-0.078,0.023,-0.004,0,0.002,38.125,-3.562,-31.312,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,894,20,-0.879,0.125,9.641,0.004,-0.078,0.023,-0.004,0,0.002,37,-4.812,-31.375,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,914,20,-0.879,0.125,9.641,0.004,-0.078,0.023,-0.004,0,0.002,37.812,-3.562,-31.375,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,934,20,-0.879,0.125,9.641,-0.031,0.051,0.023,-0.004,0,0.002,37.812,-3.562,-31.375,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,954,20,-0.879,0.125,9.641,-0.031,0.051,0.023,-0.004,0,0.002,38.375,-3.75,-31.312,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,974,20,-0.879,0.125,9.641,0.004,0.016,-0.016,-0.004,0,0.002,38.375,-3.75,-31.312,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,994,20,-0.879,0.125,9.641,0.004,0.016,-0.016,-0.004,0,0.002,37.25,-4.125,-33.938,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,14,20,-0.879,0.125,9.641,-0.031,0.051,-0.016,-0.004,0,0.002,37.25,-4.125,-33.938,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,34,20,-0.879,0.125,9.641,-0.031,0.051,-0.016,-0.004,0,0.002,37.062,-3.312,-32.938,-0.027,0.037,0.73,1000,1000
