Month, Day, Year, Hour, Minute, Second, Ms, Sample Time (ms), Acc_X, Acc_Y, Acc_Z, linAcc_X, linAcc_Y, linAcc_Z, gyro_X, gyro_Y, gyro_Y, mag_X, mag_Y, mag_Z, quatI, quatJ, quatK, Lattitude, Longitude
9,15,2023,19,19,13,429,20,-1.031,-0.527,9.988,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
9,15,2023,19,19,13,492,20,-2.219,-0.488,9.645,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
9,15,2023,19,19,13,532,20,-2.371,-0.988,9.715,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
9,15,2023,19,19,13,572,20,-2.754,-0.797,10.066,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
9,15,2023,19,19,13,592,20,-2.488,-0.527,9.027,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
9,15,2023,19,19,13,612,20,-2.488,-0.527,9.027,1000,1000,1000,1000,1000,1000,1000,1000,1000,-0.053,0.098,0.118,1000,1000
9,15,2023,19,19,13,632,20,-2.332,-1.371,8.527,1000,1000,1000,1000,1000,1000,1000,1000,1000,-0.053,0.098,0.118,1000,1000
9,15,2023,19,19,13,652,20,-2.332,-1.371,8.527,-0.711,-0.82,-1.23,1000,1000,1000,1000,1000,1000,-0.053,0.098,0.118,1000,1000
9,15,2023,19,19,14,672,20,-1.797,-1.371,9.523,-0.711,-0.82,-1.23,1000,1000,1000,1000,1000,1000,-0.053,0.098,0.118,1000,1000
9,15,2023,19,19,14,692,20,-1.684,-0.91,9.645,-0.711,-0.82,-1.23,1000,1000,1000,1000,1000,1000,-0.053,0.098,0.118,1000,1000
9,15,2023,19,19,14,712,20,-1.684,-0.797,9.68,-0.711,-0.82,-1.23,1000,1000,1000,1000,1000,1000,-0.053,0.098,0.118,1000,1000
9,15,2023,19,19,14,732,20,-1.684,-0.797,9.68,-0.711,-0.82,-1.23,1000,1000,1000,1000,1000,1000,-0.055,0.102,0.107,1000,1000
9,15,2023,19,19,14,752,20,-1.91,-0.949,9.328,-0.711,-0.82,-1.23,1000,1000,1000,1000,1000,1000,-0.055,0.102,0.107,1000,1000
9,15,2023,19,19,14,772,20,-1.91,-0.949,9.328,-0.711,-0.82,-1.23,1000,1000,1000,12.375,25.438,-29.125,-0.055,0.102,0.107,1000,1000
9,15,2023,19,19,14,792,20,-1.91,-0.949,9.328,0.305,-0.5,-0.148,1000,1000,1000,12.375,25.438,-29.125,-0.055,0.102,0.107,1000,1000
9,15,2023,19,19,14,812,20,-0.074,-1.637,9.562,0.305,-0.5,-0.148,1000,1000,1000,12.375,25.438,-29.125,-0.055,0.102,0.107,1000,1000
9,15,2023,19,19,14,832,20,-0.074,-1.637,9.562,2.238,-0.828,-0.203,1000,1000,1000,12.375,25.438,-29.125,-0.055,0.102,0.107,1000,1000
9,15,2023,19,19,14,852,20,-1.605,-1.637,10.289,2.238,-0.828,-0.203,1000,1000,1000,12.375,25.438,-29.125,-0.055,0.102,0.107,1000,1000
9,15,2023,19,19,14,872,20,-1.605,-1.637,10.289,2.238,-0.828,-0.203,1000,1000,1000,12.375,25.438,-29.125,-0.057,0.125,0.123,1000,1000
9,15,2023,19,19,14,892,20,-11.066,-0.488,12.203,2.238,-0.828,-0.203,1000,1000,1000,12.375,25.438,-29.125,-0.057,0.125,0.123,1000,1000
9,15,2023,19,19,14,912,20,-11.066,-0.488,12.203,-6.371,1.047,-2.105,1000,1000,1000,12.375,25.438,-29.125,-0.057,0.125,0.123,1000,1000
9,15,2023,19,19,14,932,20,-11.066,-0.488,12.203,-6.371,1.047,-2.105,1000,1000,1000,12.375,25.438,-29.125,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,952,20,-11.066,-0.488,12.203,-5.027,3.074,-6.016,1000,1000,1000,12.375,25.438,-29.125,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,972,20,-11.066,-0.488,12.203,-3.996,0.328,-4.742,1000,1000,1000,12.375,25.438,-29.125,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,992,20,1,-1.676,4.473,-3.996,0.328,-4.742,1000,1000,1000,12.375,25.438,-29.125,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,12,20,4.328,-1.793,3.434,-3.996,0.328,-4.742,1000,1000,1000,12.375,25.438,-29.125,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,32,20,4.328,-1.793,3.434,5.875,-0.285,-5.605,1000,1000,1000,12.375,25.438,-29.125,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,52,20,4.328,-1.793,3.434,5.875,-0.285,-5.605,1000,1000,1000,-16,30.812,-24.562,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,72,20,4.328,-1.793,3.434,4.172,-0.465,-0.492,1000,1000,1000,-16,30.812,-24.562,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,92,20,4.328,-1.793,3.434,4.172,-0.465,-0.492,1000,1000,1000,-24.438,29.062,-24.312,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,112,20,4.328,-1.793,3.434,2.605,-0.047,3.238,1000,1000,1000,-24.438,29.062,-24.312,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,132,20,4.328,-1.793,3.434,2.566,-1.43,3.914,1000,1000,1000,-24.438,29.062,-24.312,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,152,20,4.328,-1.793,3.434,3.133,-3.258,3.289,1000,1000,1000,-24.438,29.062,-24.312,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,172,20,7.207,-4.012,11.637,3.133,-3.258,3.289,1000,1000,1000,-24.438,29.062,-24.312,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,192,20,7.207,-4.012,11.637,1.082,-3.484,0.793,1000,1000,1000,-24.438,29.062,-24.312,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,212,20,0.922,-2.441,11.48,1.082,-3.484,0.793,1000,1000,1000,-24.438,29.062,-24.312,-0.081,0.114,0.121,1000,1000
9,15,2023,19,19,14,232,20,0.922,-2.441,11.48,1.082,-3.484,0.793,1000,1000,1000,-24.438,29.062,-24.312,0.009,-0.051,0.062,1000,1000
9,15,2023,19,19,14,252,20,-0.188,0.66,10.328,1.082,-3.484,0.793,1000,1000,1000,-24.438,29.062,-24.312,0.009,-0.051,0.062,1000,1000
9,15,2023,19,19,14,272,20,-0.188,0.66,10.328,1.082,-3.484,0.793,1000,1000,1000,-24.438,29.062,-24.312,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,292,20,-0.188,0.66,10.328,1.082,-3.484,0.793,1000,1000,1000,9.375,18.438,-37.688,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,312,20,-2.449,4.531,8.457,1.082,-3.484,0.793,1000,1000,1000,9.375,18.438,-37.688,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,332,20,-2.449,4.531,8.457,1.082,-3.484,0.793,0.996,4.141,0.66,9.375,18.438,-37.688,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,352,20,-3.137,5.68,6.805,1.082,-3.484,0.793,0.996,4.141,0.66,9.375,18.438,-37.688,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,372,20,-3.137,5.68,6.805,0.297,1.734,-1.926,0.996,4.141,0.66,9.375,18.438,-37.688,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,392,20,-3.137,5.68,6.805,0.297,1.734,-1.926,0.996,4.141,0.66,29.062,17.312,-31.375,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,412,20,-3.137,5.68,6.805,-1.379,-1.555,-2.66,0.996,4.141,0.66,29.062,17.312,-31.375,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,432,20,-3.137,5.68,6.805,-1.379,-1.555,-2.66,0.996,4.141,0.66,31.562,17.125,-31.188,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,452,20,-3.137,5.68,6.805,-1.379,-1.555,-2.66,0.201,-2.062,-0.916,31.562,17.125,-31.188,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,472,20,-4.707,-0.758,6.887,-1.379,-1.555,-2.66,0.201,-2.062,-0.916,31.562,17.125,-31.188,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,492,20,-4.707,-0.758,6.887,-1.379,-1.555,-2.66,0.201,-2.062,-0.916,27.438,20.438,-35.062,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,512,20,-4.707,-0.758,6.887,1.508,-0.172,-2.457,0.201,-2.062,-0.916,27.438,20.438,-35.062,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,532,20,-4.707,-0.758,6.887,1.508,-0.172,-2.457,0.201,-2.062,-0.916,20.562,20.188,-37.125,0.06,0.036,0.093,1000,1000
9,15,2023,19,19,14,552,20,-4.707,-0.758,6.887,1.508,-0.172,-2.457,0.201,-2.062,-0.916,20.562,20.188,-37.125,0.124,0.126,0.109,1000,1000
9,15,2023,19,19,14,572,20,-4.707,-0.758,6.887,0.77,1.422,-0.012,0.201,-2.062,-0.916,20.562,20.188,-37.125,0.124,0.126,0.109,1000,1000
9,15,2023,19,19,14,592,20,-4.707,-0.758,6.887,0.77,1.422,-0.012,0.201,-2.062,-0.916,20.562,20.188,-37.125,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,14,612,20,-4.707,-0.758,6.887,0.77,1.422,-0.012,0.201,-2.062,-0.916,6.5,19.062,-42.375,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,14,632,20,1.113,0.621,9.789,0.77,1.422,-0.012,0.201,-2.062,-0.916,6.5,19.062,-42.375,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,14,652,20,1.113,0.621,9.789,0.77,1.422,-0.012,0.201,-2.062,-0.916,2,24.875,-39.562,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,672,20,1.113,0.621,9.789,-0.641,-1.488,0.938,0.201,-2.062,-0.916,2,24.875,-39.562,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,692,20,1.113,0.621,9.789,-1.43,-2.508,1.504,0.201,-2.062,-0.916,2,24.875,-39.562,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,712,20,1.113,0.621,9.789,-1.43,-2.508,1.504,0.201,-2.062,-0.916,-1.938,30,-34.188,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,732,20,1.113,0.621,9.789,-0.684,0.406,-2.57,0.201,-2.062,-0.916,-1.938,30,-34.188,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,752,20,1.113,0.621,9.789,-1.914,3.223,-4.188,0.201,-2.062,-0.916,-1.938,30,-34.188,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,772,20,1.113,0.621,9.789,-1.914,3.223,-4.188,0.201,-2.062,-0.916,-2.625,34.312,-27.875,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,792,20,0.078,-2.75,7.113,-1.914,3.223,-4.188,0.201,-2.062,-0.916,-2.625,34.312,-27.875,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,812,20,-0.305,-1.676,6.914,-1.914,3.223,-4.188,0.201,-2.062,-0.916,-2.625,34.312,-27.875,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,832,20,-0.305,-1.676,6.914,-1.914,3.223,-4.188,0.201,-2.062,-0.916,-5.938,34.812,-28.062,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,852,20,-0.305,-1.676,6.914,0.035,0.227,-1.992,0.201,-2.062,-0.916,-5.938,34.812,-28.062,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,872,20,1.23,-5.852,12.469,0.035,0.227,-1.992,0.201,-2.062,-0.916,-5.938,34.812,-28.062,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,892,20,1.23,-5.852,12.469,0.035,0.227,-1.992,0.201,-2.062,-0.916,-8.312,31.625,-31.5,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,912,20,1.23,-5.852,12.469,1.238,-2.684,1.18,0.201,-2.062,-0.916,-8.312,31.625,-31.5,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,932,20,1.23,-5.852,12.469,1.238,-2.684,1.18,0.201,-2.062,-0.916,-8.562,24.375,-38.438,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,952,20,1.23,-5.852,12.469,1.238,-2.684,1.18,0.201,-2.062,-0.916,-7.75,23.125,-38.438,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,972,20,1.23,-5.852,12.469,0.594,5.672,-2.973,0.201,-2.062,-0.916,-7.75,23.125,-38.438,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,992,20,1.23,-5.852,12.469,0.594,5.672,-2.973,0.201,-2.062,-0.916,-4.312,24.75,-33.562,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,12,20,1.23,-5.852,12.469,0.785,-7.457,4.512,0.201,-2.062,-0.916,-4.312,24.75,-33.562,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,32,20,2.492,-1.18,11.52,0.785,-7.457,4.512,0.201,-2.062,-0.916,-4.312,24.75,-33.562,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,52,20,2.492,-1.18,11.52,0.785,-7.457,4.512,0.201,-2.062,-0.916,-6.25,21.188,-37.438,0.132,0.06,0.099,1000,1000
9,15,2023,19,19,15,72,20,2.492,-1.18,11.52,0.785,-7.457,4.512,0.201,-2.062,-0.916,-6.25,21.188,-37.438,0.065,-0.075,0.102,1000,1000
9,15,2023,19,19,15,92,20,1.074,2.422,7.762,0.785,-7.457,4.512,0.201,-2.062,-0.916,-6.25,21.188,-37.438,0.065,-0.075,0.102,1000,1000
9,15,2023,19,19,15,112,20,0.77,-0.375,9.367,0.785,-7.457,4.512,0.201,-2.062,-0.916,-6.25,21.188,-37.438,0.065,-0.075,0.102,1000,1000
9,15,2023,19,19,15,132,20,0.77,-0.375,9.367,0.133,-0.828,0.656,0.201,-2.062,-0.916,-6.25,21.188,-37.438,0.065,-0.075,0.102,1000,1000
9,15,2023,19,19,15,152,20,0.77,-0.375,9.367,0.133,-0.828,0.656,0.201,-2.062,-0.916,-2.875,29.562,-28.562,0.065,-0.075,0.102,1000,1000
9,15,2023,19,19,15,172,20,1.879,-4.012,10.516,0.133,-0.828,0.656,0.201,-2.062,-0.916,-2.875,29.562,-28.562,0.065,-0.075,0.102,1000,1000
9,15,2023,19,19,15,192,20,1.879,-4.012,10.516,0.418,-4.371,1.129,0.201,-2.062,-0.916,-2.875,29.562,-28.562,0.065,-0.075,0.102,1000,1000
9,15,2023,19,19,15,212,20,1.879,-4.012,10.516,0.418,-4.371,1.129,0.201,-2.062,-0.916,-2.875,29.562,-28.562,-0.06,-0.079,0.029,1000,1000
9,15,2023,19,19,15,232,20,1.879,-4.012,10.516,0.418,-4.371,1.129,1.244,0.844,0.062,-2.875,29.562,-28.562,-0.06,-0.079,0.029,1000,1000
9,15,2023,19,19,15,252,20,1.879,-4.012,10.516,0.418,-4.371,1.129,1.244,0.844,0.062,-6.5,27.75,-30.125,-0.06,-0.079,0.029,1000,1000
9,15,2023,19,19,15,272,20,-0.496,-0.488,8.566,0.418,-4.371,1.129,1.244,0.844,0.062,-6.5,27.75,-30.125,-0.06,-0.079,0.029,1000,1000
9,15,2023,19,19,15,292,20,0.922,-1.945,10.332,0.418,-4.371,1.129,1.244,0.844,0.062,-6.5,27.75,-30.125,-0.06,-0.079,0.029,1000,1000
9,15,2023,19,19,15,312,20,0.922,-1.945,10.332,0.418,-4.371,1.129,1.244,0.844,0.062,-6.5,27.75,-30.125,-0.054,-0.072,0.057,1000,1000
9,15,2023,19,19,15,332,20,2.648,-1.945,11.781,0.418,-4.371,1.129,1.244,0.844,0.062,-6.5,27.75,-30.125,-0.054,-0.072,0.057,1000,1000
9,15,2023,19,19,15,352,20,2.648,-1.945,11.781,0.418,-4.371,1.129,1.244,0.844,0.062,-6.5,27.75,-30.125,-0.001,-0.076,0.076,1000,1000
9,15,2023,19,19,15,372,20,2.648,-1.945,11.781,0.418,-4.371,1.129,1.244,0.844,0.062,-4.688,23.188,-35.375,-0.001,-0.076,0.076,1000,1000
9,15,2023,19,19,15,392,20,2.648,-1.945,11.781,0.418,-4.371,1.129,1.244,0.844,0.062,-1.688,21.75,-37.438,-0.001,-0.076,0.076,1000,1000
9,15,2023,19,19,15,412,20,0.691,2.574,5.883,0.418,-4.371,1.129,1.244,0.844,0.062,-1.688,21.75,-37.438,-0.001,-0.076,0.076,1000,1000
9,15,2023,19,19,15,432,20,0.691,2.574,5.883,0.418,-4.371,1.129,1.244,0.844,0.062,-1.688,21.75,-37.438,0.073,-0.018,0.115,1000,1000
9,15,2023,19,19,15,452,20,0.691,2.574,5.883,0.418,-4.371,1.129,1.244,0.844,0.062,3.812,18.562,-40.75,0.073,-0.018,0.115,1000,1000
9,15,2023,19,19,15,472,20,0.691,2.574,5.883,0.418,-4.371,1.129,1.244,0.844,0.062,5,17.938,-40.062,0.073,-0.018,0.115,1000,1000
9,15,2023,19,19,15,492,20,0.691,2.574,5.883,0.418,-4.371,1.129,1.244,0.844,0.062,5,17.938,-40.062,0.067,-0.021,0.155,1000,1000
9,15,2023,19,19,15,512,20,0.848,6.445,9.027,0.418,-4.371,1.129,1.244,0.844,0.062,5,17.938,-40.062,0.067,-0.021,0.155,1000,1000
9,15,2023,19,19,15,532,20,1.535,7.48,8.879,0.418,-4.371,1.129,1.244,0.844,0.062,5,17.938,-40.062,0.067,-0.021,0.155,1000,1000
9,15,2023,19,19,15,552,20,1.535,7.48,8.879,0.418,-4.371,1.129,1.244,0.844,0.062,5,17.938,-40.062,0.044,-0.061,0.188,1000,1000
9,15,2023,19,19,15,572,20,1.535,7.48,8.879,0.418,-4.371,1.129,1.244,0.844,0.062,5,17.938,-40.062,-0.008,-0.076,0.179,1000,1000
9,15,2023,19,19,15,592,20,1.535,7.48,8.879,0.418,-4.371,1.129,-1.742,0.445,-2.039,5,17.938,-40.062,-0.008,-0.076,0.179,1000,1000
9,15,2023,19,19,15,612,20,1.535,7.48,8.879,0.418,-4.371,1.129,0.24,0.465,-2.334,5,17.938,-40.062,-0.008,-0.076,0.179,1000,1000
9,15,2023,19,19,15,632,20,1.535,7.48,8.879,0.418,-4.371,1.129,1.471,0.23,-1.717,5,17.938,-40.062,-0.008,-0.076,0.179,1000,1000
9,15,2023,19,19,15,652,20,1.535,7.48,8.879,0.418,-4.371,1.129,1.471,0.23,-1.717,5,17.938,-40.062,-0.012,-0.068,0.106,1000,1000
9,15,2023,19,19,16,672,20,1.535,7.48,8.879,-1.59,-2.906,-0.781,1.471,0.23,-1.717,5,17.938,-40.062,-0.012,-0.068,0.106,1000,1000
9,15,2023,19,19,16,692,20,1.535,7.48,8.879,-1.59,-2.906,-0.781,0.867,-0.363,1.271,5,17.938,-40.062,-0.012,-0.068,0.106,1000,1000
9,15,2023,19,19,16,712,20,1.535,7.48,8.879,-1.59,-2.906,-0.781,-0.115,-0.66,1.721,5,17.938,-40.062,-0.012,-0.068,0.106,1000,1000
9,15,2023,19,19,16,732,20,1.535,7.48,8.879,-1.59,-2.906,-0.781,-1.441,-0.879,1.875,5,17.938,-40.062,-0.012,-0.068,0.106,1000,1000
9,15,2023,19,19,16,752,20,2.109,4.109,10.941,-1.59,-2.906,-0.781,-1.441,-0.879,1.875,5,17.938,-40.062,-0.012,-0.068,0.106,1000,1000
9,15,2023,19,19,16,772,20,2.109,4.109,10.941,-1.59,-2.906,-0.781,-1.441,-0.879,1.875,0.688,23.125,-35.375,-0.012,-0.068,0.106,1000,1000
9,15,2023,19,19,16,792,20,2.109,4.109,10.941,2.84,1.75,2.008,-1.441,-0.879,1.875,0.688,23.125,-35.375,-0.012,-0.068,0.106,1000,1000
9,15,2023,19,19,16,812,20,2.109,4.109,10.941,2.84,1.75,2.008,-1.441,-0.879,1.875,0.688,23.125,-35.375,-0.054,-0.105,0.152,1000,1000
9,15,2023,19,19,16,832,20,2.109,4.109,10.941,2.84,1.75,2.008,-1.441,-0.879,1.875,-1.375,25.812,-33.5,-0.054,-0.105,0.152,1000,1000
9,15,2023,19,19,16,852,20,2.109,4.109,10.941,2.84,1.75,2.008,-1.441,-0.879,1.875,-2.75,26.062,-31.875,-0.054,-0.105,0.152,1000,1000
9,15,2023,19,19,16,872,20,2.109,4.109,10.941,2.84,1.75,2.008,-1.441,-0.879,1.875,-2.312,27.062,-31.938,-0.054,-0.105,0.152,1000,1000
9,15,2023,19,19,16,892,20,2.109,4.109,10.941,-2.035,-4.93,-2.383,-1.441,-0.879,1.875,-2.312,27.062,-31.938,-0.054,-0.105,0.152,1000,1000
9,15,2023,19,19,16,912,20,2.109,4.109,10.941,-2.035,-4.93,-2.383,-1.441,-0.879,1.875,-2.312,27.062,-31.938,-0.045,-0.062,0.072,1000,1000
9,15,2023,19,19,16,932,20,2.109,4.109,10.941,-2.035,-4.93,-2.383,1.664,-0.32,2.281,-2.312,27.062,-31.938,-0.045,-0.062,0.072,1000,1000
9,15,2023,19,19,16,952,20,2.109,4.109,10.941,-2.035,-4.93,-2.383,1.664,-0.32,2.281,-2.312,27.062,-31.938,-0.019,-0.066,0.118,1000,1000
9,15,2023,19,19,16,972,20,2.109,4.109,10.941,-2.035,-4.93,-2.383,1.664,-0.32,2.281,-2.312,27.062,-31.938,-0.025,-0.083,0.149,1000,1000
9,15,2023,19,19,16,992,20,2.109,4.109,10.941,1.547,5.441,2.43,1.664,-0.32,2.281,-2.312,27.062,-31.938,-0.025,-0.083,0.149,1000,1000
9,15,2023,19,19,16,12,20,2.109,4.109,10.941,1.547,5.441,2.43,-1.424,-1.941,0.801,-2.312,27.062,-31.938,-0.025,-0.083,0.149,1000,1000
9,15,2023,19,19,16,32,20,2.109,4.109,10.941,1.547,5.441,2.43,-1.424,-1.941,0.801,-2.312,27.062,-31.938,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,52,20,2.109,4.109,10.941,2.66,1.039,2.941,-1.424,-1.941,0.801,-2.312,27.062,-31.938,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,72,20,2.109,4.109,10.941,2.23,-1.773,0.137,-1.424,-1.941,0.801,-2.312,27.062,-31.938,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,92,20,2.109,4.109,10.941,1.57,-2.918,-1.023,-1.424,-1.941,0.801,-2.312,27.062,-31.938,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,112,20,2.109,4.109,10.941,-1.082,-3.961,-2.281,-1.424,-1.941,0.801,-2.312,27.062,-31.938,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,132,20,2.109,4.109,10.941,-1.766,-4.543,-2.957,-1.424,-1.941,0.801,-2.312,27.062,-31.938,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,152,20,2.109,4.109,10.941,-1.766,-4.543,-2.957,-1.424,-1.941,0.801,-4.875,27.25,-30.688,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,172,20,-0.723,-3.785,5.578,-1.766,-4.543,-2.957,-1.424,-1.941,0.801,-4.875,27.25,-30.688,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,192,20,-0.723,-3.785,5.578,-1.766,-4.543,-2.957,0.236,-0.471,1.23,-4.875,27.25,-30.688,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,212,20,1.191,-0.184,10.172,-1.766,-4.543,-2.957,0.236,-0.471,1.23,-4.875,27.25,-30.688,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,232,20,2.609,0.047,11.402,-1.766,-4.543,-2.957,0.236,-0.471,1.23,-4.875,27.25,-30.688,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,252,20,2.609,0.047,11.402,1.254,1.293,2.516,0.236,-0.471,1.23,-4.875,27.25,-30.688,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,272,20,2.609,0.047,11.402,1.254,1.293,2.516,0.236,-0.471,1.23,-6.312,24.625,-30.875,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,292,20,2.609,0.047,11.402,1.254,1.293,2.516,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,312,20,2.609,0.047,11.402,1.367,-3.344,0.438,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,332,20,2.609,0.047,11.402,-0.016,-3.793,-1.402,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.061,-0.148,0.19,1000,1000
9,15,2023,19,19,16,352,20,2.609,0.047,11.402,-0.016,-3.793,-1.402,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.01,-0.078,0.078,1000,1000
9,15,2023,19,19,16,372,20,2.609,0.047,11.402,-2.25,-1.84,-3.387,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.01,-0.078,0.078,1000,1000
9,15,2023,19,19,16,392,20,2.609,0.047,11.402,-2.535,1.02,-2.477,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.01,-0.078,0.078,1000,1000
9,15,2023,19,19,16,412,20,2.609,0.047,11.402,-2.535,1.02,-2.477,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,432,20,2.609,0.047,11.402,0.184,3.934,1.125,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,452,20,2.609,0.047,11.402,1.742,4.203,1.953,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,472,20,2.609,0.047,11.402,2.902,4.422,3.227,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,492,20,2.609,0.047,11.402,3.32,4.082,2.699,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,512,20,2.609,0.047,11.402,3.219,1.562,0.332,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,532,20,2.609,0.047,11.402,1.996,-2.191,-2.242,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,552,20,2.609,0.047,11.402,1.32,-3.668,-3.633,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,572,20,2.609,0.047,11.402,-2.371,-4.984,-4.184,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,592,20,2.609,0.047,11.402,-3.938,-5.449,-4.184,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.018,-0.063,0.123,1000,1000
9,15,2023,19,19,16,612,20,2.609,0.047,11.402,-3.938,-5.449,-4.184,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.063,-0.028,0.037,1000,1000
9,15,2023,19,19,16,632,20,-0.879,-3.363,6.188,-3.938,-5.449,-4.184,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.063,-0.028,0.037,1000,1000
9,15,2023,19,19,16,652,20,-0.879,-3.363,6.188,-3.938,-5.449,-4.184,0.975,0.877,-1.129,-6.312,24.625,-30.875,-0.069,-0.048,0.066,1000,1000
