Month, Day, Year, Hour, Minute, Second, Milliseconds, Sample Time (ms), Acc_X, Acc_Y, Acc_Z, linAcc_X, linAcc_Y, linAcc_Z, gyro_X, gyro_Y, gyro_Y, mag_X, mag_Y, mag_Z, quatI, quatJ, quatK, Lattitude, Longitude,temp,behavior
9,27,2023,12,7,0,665,20,0.809,-1.062,9.906,-0.121,-0.082,0.148,-0.125,0.047,-0.252,-10.875,-18.125,-36.375,-0.043,0.081,-0.99,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,685,20,0.809,-1.062,9.906,-0.223,0.004,0.309,-0.125,0.047,-0.252,-10.875,-18.125,-36.375,-0.043,0.081,-0.99,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,705,20,0.809,-1.062,9.906,-0.262,0.004,-0.191,-0.125,0.047,-0.252,-10.875,-18.125,-36.375,-0.043,0.081,-0.99,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,725,20,0.809,-1.062,9.906,-0.262,0.004,-0.191,-0.125,0.047,-0.252,-10.875,-18.125,-35.938,-0.043,0.081,-0.99,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,745,20,0.809,-1.062,9.906,-0.262,0.004,-0.191,-0.125,0.047,-0.252,-10.875,-18.125,-35.938,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,765,20,0.809,-1.062,9.906,-0.262,0.004,-0.191,-0.125,0.047,-0.252,-10.125,-18.125,-37.625,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,785,20,0.809,-1.062,9.906,-0.152,-0.016,0.293,-0.125,0.047,-0.252,-10.125,-18.125,-37.625,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,805,20,0.809,-1.062,9.906,-0.039,1.051,0.375,-0.125,0.047,-0.252,-10.125,-18.125,-37.625,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,825,20,0.809,-1.062,9.906,-0.621,1.129,0.102,-0.125,0.047,-0.252,-10.125,-18.125,-37.625,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,845,20,0.809,-1.062,9.906,0.168,-1.355,0.301,-0.125,0.047,-0.252,-10.125,-18.125,-37.625,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,865,20,0.809,-1.062,9.906,0.168,-1.355,0.301,-0.125,0.047,-0.252,-10.062,-19.188,-36.312,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,885,20,0.809,-1.062,9.906,-0.039,0.137,0.5,-0.125,0.047,-0.252,-10.062,-19.188,-36.312,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,905,20,0.809,-1.062,9.906,-0.039,0.137,0.5,-0.125,0.047,-0.252,-11.625,-18.812,-36.375,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,925,20,0.809,-1.062,9.906,-0.387,0.922,-0.176,-0.125,0.047,-0.252,-11.625,-18.812,-36.375,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,945,20,0.809,-1.062,9.906,0.234,-0.402,0.133,-0.125,0.047,-0.252,-11.625,-18.812,-36.375,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,965,20,0.809,-1.062,9.906,-0.004,-0.203,0.629,-0.125,0.047,-0.252,-11.625,-18.812,-36.375,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,985,20,0.809,-1.062,9.906,-0.219,0.617,0.812,-0.125,0.047,-0.252,-11.625,-18.812,-36.375,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,5,20,0.809,-1.062,9.906,-0.379,0.898,0.574,-0.125,0.047,-0.252,-11.625,-18.812,-36.375,-0.038,0.079,-0.988,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,25,20,0.809,-1.062,9.906,-0.379,0.898,0.574,-0.125,0.047,-0.252,-11.625,-18.812,-36.375,-0.051,0.05,-0.983,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,45,20,0.73,-0.566,9.75,-0.379,0.898,0.574,-0.125,0.047,-0.252,-11.625,-18.812,-36.375,-0.051,0.05,-0.983,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,65,20,0.73,-0.566,9.75,-0.379,0.898,0.574,-0.125,0.047,-0.252,-11.625,-18.812,-36.375,-0.056,0.045,-0.979,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,85,20,0.73,-0.566,9.75,-0.379,0.898,0.574,-0.125,0.047,-0.252,-15.688,-19.5,-35.125,-0.056,0.045,-0.979,30.511,-90.4666,82.1,SWIM
9,27,2023,12,7,0,105,20,0.73,-0.566,9.75,-0.379,0.898,0.574,-0.125,0.047,-0.252,-15.688,-19.5,-35.125,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,0,125,20,0.73,-0.566,9.75,-0.379,0.898,0.574,-0.125,0.047,-0.252,-17.875,-18.438,-33.5,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,0,145,20,1.957,-1.293,9.066,-0.379,0.898,0.574,-0.125,0.047,-0.252,-17.875,-18.438,-33.5,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,0,165,20,1.957,-1.293,9.066,-0.379,0.898,0.574,-0.125,0.047,-0.252,-19.625,-20.562,-31.812,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,0,185,20,1.957,-1.293,9.066,-2.043,1.332,-0.988,-0.125,0.047,-0.252,-19.625,-20.562,-31.812,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,1,205,20,1.957,-1.293,9.066,-2.043,1.332,-0.988,-0.125,0.047,-0.252,-21.188,-19.125,-34.375,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,1,225,20,0.961,-1.945,10.176,-2.043,1.332,-0.988,-0.125,0.047,-0.252,-21.188,-19.125,-34.375,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,1,245,20,0.617,-1.102,9.523,-2.043,1.332,-0.988,-0.125,0.047,-0.252,-21.188,-19.125,-34.375,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,1,265,20,0.617,-1.102,9.523,-2.043,1.332,-0.988,1.402,-1.389,1.885,-21.188,-19.125,-34.375,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,1,285,20,2.148,0.391,9.449,-2.043,1.332,-0.988,1.402,-1.389,1.885,-21.188,-19.125,-34.375,-0.062,0.038,-0.973,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,1,305,20,2.148,0.391,9.449,-2.043,1.332,-0.988,1.402,-1.389,1.885,-21.188,-19.125,-34.375,-0.105,-0.054,-0.915,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,1,325,20,2.148,0.391,9.449,-2.043,1.332,-0.988,1.402,-1.389,1.885,-28.938,-18.062,-26.438,-0.105,-0.054,-0.915,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,1,345,20,2.148,0.391,9.449,-2.043,1.332,-0.988,1.402,-1.389,1.885,-28.938,-18.062,-26.438,-0.12,-0.092,-0.891,30.511,-90.4666,82.1,DIVE
9,27,2023,12,7,1,365,20,2.148,0.391,9.449,-2.043,1.332,-0.988,1.402,-1.389,1.885,-32.562,-17,-22.75,-0.12,-0.092,-0.891,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,385,20,2.148,0.391,9.449,1.742,-0.379,-0.137,1.402,-1.389,1.885,-32.562,-17,-22.75,-0.12,-0.092,-0.891,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,405,20,2.148,0.391,9.449,1.742,-0.379,-0.137,1.402,-1.389,1.885,-32.562,-17,-22.75,-0.135,-0.13,-0.845,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,425,20,2.148,0.391,9.449,1.207,-1.238,-0.598,1.402,-1.389,1.885,-32.562,-17,-22.75,-0.135,-0.13,-0.845,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,445,20,2.148,0.391,9.449,1.277,-1.547,0.039,1.402,-1.389,1.885,-32.562,-17,-22.75,-0.135,-0.13,-0.845,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,465,20,2.148,0.391,9.449,1.277,-1.547,0.039,1.402,-1.389,1.885,-38.125,-12.438,-20.75,-0.135,-0.13,-0.845,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,485,20,2.148,0.391,9.449,0.57,0.008,-0.207,1.402,-1.389,1.885,-38.125,-12.438,-20.75,-0.135,-0.13,-0.845,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,505,20,2.148,0.391,9.449,0.57,0.008,-0.207,1.402,-1.389,1.885,-38.5,-11.688,-19.5,-0.135,-0.13,-0.845,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,525,20,2.148,0.391,9.449,0.57,0.008,-0.207,1.402,-1.389,1.885,-38.5,-11.688,-19.5,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,545,20,2.148,0.391,9.449,0.113,0.699,1.277,1.402,-1.389,1.885,-38.5,-11.688,-19.5,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,565,20,2.148,0.391,9.449,0.113,0.699,1.277,1.402,-1.389,1.885,-38.875,-9.938,-17.875,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,585,20,2.148,0.391,9.449,-0.742,1.984,0.766,1.402,-1.389,1.885,-38.875,-9.938,-17.875,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,605,20,2.148,0.391,9.449,-0.742,1.984,0.766,1.402,-1.389,1.885,-40.062,-7.812,-16.625,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,625,20,2.148,0.391,9.449,0.227,-0.488,1.348,1.402,-1.389,1.885,-40.062,-7.812,-16.625,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,645,20,2.148,0.391,9.449,0.227,-0.488,1.348,1.402,-1.389,1.885,-41.125,-4.312,-17.125,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,665,20,2.148,0.391,9.449,0.227,-0.488,1.348,0.561,-0.756,1.148,-41.125,-4.312,-17.125,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,685,20,2.148,0.391,9.449,-0.07,0.754,0.527,0.561,-0.756,1.148,-41.125,-4.312,-17.125,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,705,20,2.148,0.391,9.449,-0.07,0.754,0.527,0.561,-0.756,1.148,-41.125,-3.25,-12.062,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,725,20,2.148,0.391,9.449,-0.797,2.156,0.117,0.561,-0.756,1.148,-41.125,-3.25,-12.062,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,745,20,2.148,0.391,9.449,-0.797,2.156,0.117,0.561,-0.756,1.148,-43.062,-1.5,-13.375,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,765,20,2.148,0.391,9.449,-0.328,0.348,0.578,0.561,-0.756,1.148,-43.062,-1.5,-13.375,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,785,20,2.148,0.391,9.449,-0.328,0.348,0.578,0.561,-0.756,1.148,-43.75,-0.812,-11.312,-0.144,-0.177,-0.786,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,805,20,2.148,0.391,9.449,-0.328,0.348,0.578,0.561,-0.756,1.148,-43.75,-0.812,-11.312,-0.198,-0.266,-0.632,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,825,20,2.148,0.391,9.449,-0.055,0.172,0.488,0.561,-0.756,1.148,-43.75,-0.812,-11.312,-0.198,-0.266,-0.632,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,845,20,2.148,0.391,9.449,-0.055,0.172,0.488,0.561,-0.756,1.148,-42.688,2.312,-9.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,865,20,2.148,0.391,9.449,0.457,0.238,-0.387,0.561,-0.756,1.148,-42.688,2.312,-9.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,885,20,2.148,0.391,9.449,0.293,-0.102,-0.539,0.561,-0.756,1.148,-42.688,2.312,-9.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,905,20,2.148,0.391,9.449,-0.16,0.156,-0.27,0.561,-0.756,1.148,-42.688,2.312,-9.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.1,FLOAT
9,27,2023,12,7,1,925,20,2.148,0.391,9.449,-0.16,0.156,-0.27,0.561,-0.756,1.148,-41.562,10.062,-5.625,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,945,20,2.148,0.391,9.449,-0.812,0.035,-0.027,0.561,-0.756,1.148,-41.562,10.062,-5.625,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,965,20,2.148,0.391,9.449,0.25,-0.453,-0.062,0.561,-0.756,1.148,-41.562,10.062,-5.625,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,985,20,2.148,0.391,9.449,0.25,-0.453,-0.062,0.561,-0.756,1.148,-40.188,17.312,-5.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,5,20,2.148,0.391,9.449,-0.191,-0.391,0.539,0.561,-0.756,1.148,-40.188,17.312,-5.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,25,20,2.148,0.391,9.449,-0.191,-0.391,0.539,0.561,-0.756,1.148,-39.062,18.375,-3.188,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,45,20,2.148,0.391,9.449,-0.191,-0.391,0.539,0.561,-0.756,1.148,-38,20.812,-3.562,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,65,20,2.148,0.391,9.449,-0.191,-0.391,0.539,0.561,-0.756,1.148,-38.375,21.188,-3.625,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,85,20,2.148,0.391,9.449,0.098,1.016,-0.371,0.561,-0.756,1.148,-38.375,21.188,-3.625,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,105,20,2.148,0.391,9.449,0.098,1.016,-0.371,0.561,-0.756,1.148,-35.812,25.75,-3.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,125,20,8.086,-3.207,6,0.098,1.016,-0.371,0.561,-0.756,1.148,-35.812,25.75,-3.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,145,20,8.086,-3.207,6,-0.285,-0.805,0.691,0.561,-0.756,1.148,-35.812,25.75,-3.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,165,20,8.086,-3.207,6,-0.285,-0.805,0.691,0.561,-0.756,1.148,-33.938,28.5,-0.75,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,1,185,20,8.086,-3.207,6,-0.379,1.008,-0.785,0.561,-0.756,1.148,-33.938,28.5,-0.75,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,205,20,8.086,-3.207,6,-0.379,1.008,-0.785,0.561,-0.756,1.148,-30.688,31.688,-2.438,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,225,20,8.086,-3.207,6,0.328,-0.453,-0.492,0.561,-0.756,1.148,-30.688,31.688,-2.438,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,245,20,8.086,-3.207,6,0.328,-0.453,-0.492,0.561,-0.756,1.148,-28.5,33.125,-3.688,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,265,20,8.086,-3.207,6,0.328,-0.453,-0.492,0.561,-0.756,1.148,-26.312,36.625,-3.312,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,285,20,8.086,-3.207,6,1.402,-1.066,-0.953,0.561,-0.756,1.148,-26.312,36.625,-3.312,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,306,21,7.473,-4.934,5.465,1.402,-1.066,-0.953,0.561,-0.756,1.148,-26.312,36.625,-3.312,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,326,20,7.473,-4.934,5.465,-0.184,-0.824,0.93,0.561,-0.756,1.148,-26.312,36.625,-3.312,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,346,20,7.473,-4.934,5.465,-0.184,-0.824,0.93,0.561,-0.756,1.148,-21.5,36.562,-4.938,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,366,20,7.473,-4.934,5.465,-0.23,-1.211,0.574,0.561,-0.756,1.148,-21.5,36.562,-4.938,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,386,20,7.473,-4.934,5.465,-0.23,-1.211,0.574,0.561,-0.756,1.148,-20.062,39,-4.562,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,406,20,7.473,-4.934,5.465,-0.23,-1.211,0.574,0.561,-0.756,1.148,-19.375,39,-5.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,426,20,7.473,-4.934,5.465,-0.23,-1.211,0.574,0.561,-0.756,1.148,-19.375,37.25,-7,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,446,20,6.363,-4.512,6.039,-0.23,-1.211,0.574,0.561,-0.756,1.148,-19.375,37.25,-7,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,466,20,6.363,-4.512,6.039,-0.02,0.355,-0.027,0.561,-0.756,1.148,-19.375,37.25,-7,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,486,20,6.363,-4.512,6.039,-0.02,0.355,-0.027,0.561,-0.756,1.148,-17.875,40.75,-7.438,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,506,20,6.363,-4.512,6.039,-0.023,1.145,-0.062,0.561,-0.756,1.148,-17.875,40.75,-7.438,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,526,20,6.363,-4.512,6.039,-0.023,1.145,-0.062,0.561,-0.756,1.148,-17.5,39.375,-8.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,546,20,6.363,-4.512,6.039,-0.023,1.145,-0.062,0.561,-0.756,1.148,-17.5,39.062,-8.688,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,566,20,6.363,-4.512,6.039,-0.434,0.742,0.555,0.561,-0.756,1.148,-17.5,39.062,-8.688,-0.198,-0.266,-0.632,30.511,-90.4666,82.2,FLOAT
9,27,2023,12,7,2,586,20,6.363,-4.512,6.039,-0.434,0.742,0.555,0.561,-0.756,1.148,-17.875,37.25,-7.375,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,606,20,6.363,-4.512,6.039,-0.434,0.469,0.859,0.561,-0.756,1.148,-17.875,37.25,-7.375,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,626,20,6.363,-4.512,6.039,-0.434,0.469,0.859,0.561,-0.756,1.148,-17.812,36.562,-6.5,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,646,20,6.363,-4.512,6.039,0.285,1.203,-0.551,0.561,-0.756,1.148,-17.812,36.562,-6.5,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,666,20,6.363,-4.512,6.039,0.285,1.203,-0.551,0.561,-0.756,1.148,-17.875,39.062,-9.938,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,686,20,6.363,-4.512,6.039,0.422,1.027,0.793,0.561,-0.756,1.148,-17.875,39.062,-9.938,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,706,20,6.363,-4.512,6.039,0.422,1.027,0.793,0.561,-0.756,1.148,-18.688,39.812,-10.375,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,726,20,6.363,-4.512,6.039,0.422,1.027,0.793,0.561,-0.756,1.148,-17.5,36.875,-9.062,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,746,20,6.363,-4.512,6.039,0.57,0.535,0.055,0.561,-0.756,1.148,-17.5,36.875,-9.062,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,766,20,6.363,-4.512,6.039,0.57,0.535,0.055,0.561,-0.756,1.148,-17.812,37.938,-6.125,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,786,20,6.363,-4.512,6.039,0.562,0.34,-0.195,0.561,-0.756,1.148,-17.812,37.938,-6.125,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,806,20,6.363,-4.512,6.039,0.562,0.34,-0.195,0.561,-0.756,1.148,-17.5,37.625,-8.688,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,826,20,6.363,-4.512,6.039,1.066,0.129,-0.473,0.561,-0.756,1.148,-17.5,37.625,-8.688,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,846,20,6.363,-4.512,6.039,1.066,0.129,-0.473,0.561,-0.756,1.148,-16.75,39.75,-8.688,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,866,20,6.363,-4.512,6.039,1.066,0.129,-0.473,0.561,-0.756,1.148,-16.688,37.188,-6.938,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,886,20,6.363,-4.512,6.039,1.066,0.129,-0.473,0.561,-0.756,1.148,-16.75,40.062,-7,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,906,20,6.363,-4.512,6.039,1.066,0.129,-0.473,0.561,-0.756,1.148,-16.75,40.375,-5.312,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,926,20,6.363,-4.512,6.039,0.457,-0.199,0.516,0.561,-0.756,1.148,-16.75,40.375,-5.312,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,946,20,6.363,-4.512,6.039,0.457,-0.199,0.516,0.561,-0.756,1.148,-16.375,39.75,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,966,20,6.363,-4.512,6.039,0,0.137,1.121,0.561,-0.756,1.148,-16.375,39.75,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,986,20,5.25,-5.047,7.496,0,0.137,1.121,0.561,-0.756,1.148,-16.375,39.75,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,6,20,5.25,-5.047,7.496,0,0.137,1.121,-0.17,0.152,0.086,-16.375,39.75,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,26,20,6.242,-4.742,6,0,0.137,1.121,-0.17,0.152,0.086,-16.375,39.75,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,46,20,6.242,-4.742,6,0,0.137,1.121,-0.17,0.152,0.086,-15.25,38.25,-4.438,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,66,20,6.242,-4.742,6,1.445,0.859,-0.781,-0.17,0.152,0.086,-15.25,38.25,-4.438,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,86,20,6.242,-4.742,6,1.445,0.859,-0.781,-0.17,0.152,0.086,-15.312,40.75,-8.25,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,106,20,6.242,-4.742,6,1.445,0.859,-0.781,-0.17,0.152,0.086,-14.938,40.062,-7.375,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,126,20,5.25,-5.238,6.387,1.445,0.859,-0.781,-0.17,0.152,0.086,-14.938,40.062,-7.375,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,146,20,5.25,-5.238,6.387,1.445,0.859,-0.781,-0.17,0.152,0.086,-14.188,40.75,-7.375,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,166,20,5.25,-5.238,6.387,1.445,0.859,-0.781,-0.17,0.152,0.086,-13.062,39.312,-7.375,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,2,186,20,5.25,-5.238,6.387,1.445,0.859,-0.781,-0.17,0.152,0.086,-13.062,41.062,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,3,206,20,5.25,-5.238,6.387,1.445,0.859,-0.781,-0.17,0.152,0.086,-12.75,40.375,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,3,226,20,5.25,-5.238,6.387,0.402,0.059,0.188,-0.17,0.152,0.086,-12.75,40.375,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,3,246,20,4.867,-5.355,6.883,0.402,0.059,0.188,-0.17,0.152,0.086,-12.75,40.375,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,3,266,20,4.945,-5.238,6.996,0.402,0.059,0.188,-0.17,0.152,0.086,-12.75,40.375,-7.812,-0.198,-0.266,-0.632,30.511,-90.4666,82.3,FLOAT
9,27,2023,12,7,3,286,20,4.945,-5.238,6.996,0.402,0.059,0.188,-0.17,0.152,0.086,-12.75,40.375,-7.812,-0.34,-0.213,-0.062,30.511,-90.4666,82.3,FLOAT
